id,review,term,aspect,sentiment,term_from,term_to
265,Your friends will thank you for introducing them to this gem!,NULL,RESTAURANT#GENERAL,positive,0,0
266,"When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.",Leon,RESTAURANT#GENERAL,negative,20,24
267,"The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...",waitress,SERVICE#GENERAL,negative,4,12
268,"Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. ",NULL,SERVICE#GENERAL,negative,0,0
269,Such a disappointment...,NULL,SERVICE#GENERAL,negative,0,0
270,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",service,SERVICE#GENERAL,negative,5,12
271,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",food,FOOD#QUALITY,neutral,23,27
272,"Rude service, medicore food...there are tons of restaurants in NY...stay away from this one",NULL,RESTAURANT#GENERAL,negative,0,0
273,I had a grat time at Jekyll and Hyde!,Jekyll and Hyde,RESTAURANT#GENERAL,positive,21,36
274,I loved everythig about it-especially the shows and actors.,NULL,RESTAURANT#GENERAL,positive,0,0
275,I loved everythig about it-especially the shows and actors.,shows,AMBIENCE#GENERAL,positive,42,47
276,I loved everythig about it-especially the shows and actors.,actors,AMBIENCE#GENERAL,positive,52,58
277,Our server was very helpful and friendly.,server,SERVICE#GENERAL,positive,4,10
278,I am bringing my whole family back next time.,NULL,RESTAURANT#MISCELLANEOUS,positive,0,0
279,The food was good too.,food,FOOD#QUALITY,positive,4,8
280,The tuna and wasabe potatoes are excellent.,tuna,FOOD#QUALITY,positive,4,8
281,The tuna and wasabe potatoes are excellent.,wasabe potatoes,FOOD#QUALITY,positive,13,28
282,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,outdoor atmosphere,LOCATION#GENERAL,positive,4,22
283,"Inside is a little cramped, but to be expected.",NULL,AMBIENCE#GENERAL,neutral,0,0
284,Service was prompt and courteous.,Service,SERVICE#GENERAL,positive,0,7
285,This was a repeat visit and we'll definitely be back again.,NULL,RESTAURANT#GENERAL,positive,0,0
286,"Great service, great food.",service,SERVICE#GENERAL,positive,6,13
287,"Great service, great food.",food,FOOD#QUALITY,positive,21,25
288,Prices are in line.,NULL,RESTAURANT#PRICES,neutral,0,0
289,But too far east!,NULL,LOCATION#GENERAL,negative,0,0
290,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,FOOD#QUALITY,positive,4,9
291,"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,FOOD#QUALITY,positive,34,50
292,"Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.",appetizer selection,FOOD#STYLE_OPTIONS,negative,22,41
293,"Also, because it is so thin, it gets cold very quickly and its not that filling.",NULL,FOOD#QUALITY,negative,0,0
294,"Also, because it is so thin, it gets cold very quickly and its not that filling.",NULL,FOOD#STYLE_OPTIONS,negative,0,0
295,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,Wait staff,SERVICE#GENERAL,negative,0,10
296,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,pie,FOOD#QUALITY,positive,74,77
297,By far the best salad I have had in a fast food restaurant.,salad,FOOD#QUALITY,positive,16,21
298,fine dining restaurant quality.,dining,FOOD#QUALITY,positive,5,11
299,Over 100 different choices to create your own.,NULL,FOOD#STYLE_OPTIONS,positive,0,0
300,A must try!,NULL,RESTAURANT#GENERAL,positive,0,0
301,"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",restaurant,RESTAURANT#GENERAL,positive,73,83
302,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,FOOD#QUALITY,positive,0,0
303,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",NULL,AMBIENCE#GENERAL,positive,0,0
304,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",chicken pot pie,FOOD#QUALITY,positive,4,19
305,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,FOOD#STYLE_OPTIONS,positive,39,51
306,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,FOOD#QUALITY,positive,39,51
307,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,SERVICE#GENERAL,positive,81,88
308,"With so many poor experiences to be had in the theater district, is truly an excellent find!",NULL,RESTAURANT#GENERAL,positive,0,0
309,We will return many times for this oasis in mid-town.,NULL,RESTAURANT#GENERAL,positive,0,0
310,The staff is no nonsense.,staff,SERVICE#GENERAL,positive,4,9
311,The food options rule.,food,FOOD#STYLE_OPTIONS,positive,4,8
312,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,FOOD#QUALITY,positive,56,62
313,Worth visiting the 1st Ave spot because it is the original store.,1st Ave spot,RESTAURANT#MISCELLANEOUS,positive,19,31
314,"He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!",Uni Hand roll,FOOD#QUALITY,positive,16,29
315,The sake menu should not be overlooked!,sake menu,DRINKS#STYLE_OPTIONS,positive,4,13
316,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",NULL,RESTAURANT#GENERAL,positive,0,0
317,Try the lobster teriyaki and the rose special roll.,lobster teriyaki,FOOD#QUALITY,positive,8,24
318,Try the lobster teriyaki and the rose special roll.,rose special roll,FOOD#QUALITY,positive,33,50
319,"Service was very good - prompt, attentive and non-intrusive.",Service,SERVICE#GENERAL,positive,0,7
320,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",Food,FOOD#QUALITY,positive,0,4
321,"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",pork belly,FOOD#QUALITY,negative,94,104
322,Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,DRINKS#STYLE_OPTIONS,positive,0,19
323,Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,DRINKS#STYLE_OPTIONS,positive,32,49
324,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,Traditional French decour,AMBIENCE#GENERAL,positive,0,25
325,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,AMBIENCE#GENERAL,negative,50,54
326,"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",Cafe Spice,RESTAURANT#GENERAL,positive,16,26
327,"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",Service,SERVICE#GENERAL,neutral,14,21
328,"Seating is always prompt, though the restaurant does fill up in the evening.",Seating,SERVICE#GENERAL,positive,0,7
329,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,FOOD#QUALITY,positive,0,4
330,"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables in side orders,FOOD#QUALITY,negative,76,105
331,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",NULL,SERVICE#GENERAL,neutral,0,0
332,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,AMBIENCE#GENERAL,positive,4,9
333,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,AMBIENCE#GENERAL,positive,51,69
334,I have NEVER been disappointed in the Red Eye.,Red Eye,RESTAURANT#GENERAL,positive,38,45
335,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",live jazz band,AMBIENCE#GENERAL,positive,55,69
336,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",atmosphere,AMBIENCE#GENERAL,positive,74,84
337,It's simply the best meal in NYC.,meal,FOOD#QUALITY,positive,21,25
338,You cannot go wrong at the Red Eye Grill.,Red Eye Grill,RESTAURANT#GENERAL,positive,27,40
339,"If we were to move from the upper east side, we would genuinely miss this restaurant.",restaurant,RESTAURANT#GENERAL,positive,74,84
340,The restaurant is cute but not upscale.,restaurant,AMBIENCE#GENERAL,neutral,4,14
341,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,FOOD#QUALITY,positive,4,8
342,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,balance of herbs and tomatoes,FOOD#QUALITY,positive,86,115
343,I would highly recommend it.,NULL,RESTAURANT#GENERAL,positive,0,0
344,It's one of our favorite places to eat in NY.,NULL,RESTAURANT#GENERAL,positive,0,0
345,We had a great time at the Jekyll and hyde Pub last night.,Jekyll and hyde Pub,RESTAURANT#GENERAL,positive,27,46
346,After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar,RESTAURANT#GENERAL,positive,39,42
347,The server was really cool and served us our food and drinks with a smile.,server,SERVICE#GENERAL,positive,4,10
348,The place's decor and hidden bathrooms made for a good laugh.,decor,AMBIENCE#GENERAL,positive,12,17
349,The place's decor and hidden bathrooms made for a good laugh.,hidden bathrooms,AMBIENCE#GENERAL,positive,22,38
350,I highly recommend visiting this restaurant and having dinner and drinks!,restaurant,RESTAURANT#GENERAL,positive,33,43
351,"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",place,RESTAURANT#MISCELLANEOUS,positive,86,91
352,"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",Jekyll and Hyde Pub,RESTAURANT#GENERAL,positive,55,74
353,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",beers,DRINKS#STYLE_OPTIONS,positive,28,33
354,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",food,FOOD#QUALITY,positive,98,102
355,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",pumkin tortelini,FOOD#QUALITY,positive,160,176
356,The entertainment was great they have shows that go on through out the dinner.,NULL,AMBIENCE#GENERAL,positive,0,0
357,"Please take my advice, go and try this place.",place,RESTAURANT#GENERAL,positive,39,44
358,You will not be disapointed at all.,NULL,RESTAURANT#GENERAL,positive,0,0
359,We were not dissappointed in the least bit by this little gem.,NULL,RESTAURANT#GENERAL,positive,0,0
360,The bagel was huge.,bagel,FOOD#STYLE_OPTIONS,positive,4,9
361,They were served warm and had a soft fluffy interior.,NULL,FOOD#QUALITY,positive,0,0
362,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,bagel,FOOD#STYLE_OPTIONS,negative,43,48
363,I loved it and would HIGHLY RECOMMEND.,NULL,RESTAURANT#GENERAL,positive,0,0
364,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,FOOD#QUALITY,positive,74,78
365,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,SERVICE#GENERAL,positive,87,94
